Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (lbf·in),Thrust (lbf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),Vibration (g),App message,
18.274945000000066,1374,,,,-0.193359375,-0.095703125,-1.025390625,,,24.650371321174333,2.0300451090852465,0,0,50.04136573768518,,0,,,0.654296875,,
18.30255500000005,1379,,,,-0.162109375,-0.20703125,-0.98828125,-1.4541930953291227,,24.64992736932114,2.0498570008372963,0,0,50.52882618813382,0,0,0,0,0.654296875,,
18.328840000000085,1379,,,,-0.125,-0.1875,-1.0859375,,,24.647408552116424,2.13570142558917,0,0,52.63950558183375,,0,,,0.650390625,,
18.355619999999995,1379,,,,0.01953125,0.15234375,-1.080078125,,,24.647438601931253,2.1322208102974995,0,0,52.55378150756773,,0,,,0.6484375,,
18.387255000000003,1379,,,,-0.07421875,0.330078125,-0.9375,,-0.6322812062345827,24.6457094634904,2.165036741177375,0,0,53.35886650083965,,0,,0,0.650390625,,
18.428244999999997,1379,,,,-0.20703125,0.19921875,-1.029296875,,,24.6459168449941,2.182219353275272,0,0,53.78279671835916,,0,,,0.6484375,,
18.46341499999992,1379,,,,0.03125,0.115234375,-0.89453125,-1.4619905298552351,,24.645845398799228,2.1924187207397363,0,0,54.03401284078472,0,0,0,0,0.64453125,,
18.495550000000048,1379,,,,-0.009765625,-0.384765625,-0.94140625,,,24.64571836245478,2.187981374067016,0,0,53.9243727275525,,0,,,0.640625,,
18.537714999999967,1379,,,,-0.142578125,0.275390625,-0.951171875,,,24.645323638190284,2.191234034482085,0,0,54.00367194682839,,0,,,0.64453125,,
18.569470000000088,1379,,,,0.09375,0.1015625,-1.19921875,,-0.6152287436616046,24.644618030559297,2.185203073822697,0,0,53.85349507356443,,0,,0,0.65625,,
18.597334999999962,1379,,,,-0.17578125,0.064453125,-0.822265625,,,24.643883479004934,2.1990971909893084,0,0,54.19429493374758,,0,,,0.654296875,,
18.62651000000001,1379,,,,-0.13671875,0.09375,-0.9609375,-1.4402647309982515,,24.643232359311924,2.213235759202167,0,0,54.54128307995713,0,0,0,0,0.65234375,,
18.65378000000003,1379,,,,-0.041015625,0.23828125,-1.1015625,,,24.64249358359771,2.21337739767307,0,0,54.54313832023882,,0,,,0.64453125,,
18.679525000000023,1379,,,,0.099609375,-0.197265625,-0.984375,,-0.6067318600636329,24.642125273028118,2.21474742907051,0,0,54.57608359527246,,0,,0,0.642578125,,
18.705685000000056,1374,,,,-0.19921875,0.26953125,-0.943359375,,,24.642079271440295,2.201659712859928,0,0,54.25347317303082,,0,,,0.640625,,
18.73841499999992,1369,,,,-0.037109375,0.181640625,-1.0546875,,,24.6413548082826,2.194920595592015,0,0,54.08581717198981,,0,,,0.642578125,,
18.76872999999998,1369,,,,-0.05078125,-0.107421875,-1.109375,-1.4114859810721885,,24.641823557003626,2.149035071167086,0,0,52.956143041512064,0,0,0,0,0.646484375,,
18.804279999999913,1364,,,,0.041015625,0.021484375,-0.8203125,,,24.642913335799747,2.112257977228925,0,0,52.05219027570407,,0,,,0.64453125,,
18.833905000000026,1364,,,,-0.22265625,0.259765625,-1.08203125,,-0.6062184909804661,24.643481953146296,2.0773534858404825,0,0,51.19322313861548,,0,,0,0.646484375,,
18.862089999999966,1364,,,,-0.072265625,-0.203125,-1.130859375,,,24.644271499797917,2.0519020447632035,0,0,50.56763108213489,,0,,,0.646484375,,
18.887160000000033,1364,,,,0.07421875,0.130859375,-0.875,,,24.645574723284327,2.0234030137174592,0,0,49.86793016989234,,0,,,0.646484375,,
18.922045000000043,1364,,,,-0.099609375,0.1875,-1.056640625,-1.410675917200304,,24.647020167981683,2.011153062500153,0,0,49.56893009233939,0,0,0,0,0.64453125,,
18.958054999999934,1364,,,,-0.04296875,0.107421875,-0.94921875,,,24.64777047698596,2.022402185033269,0,0,49.84770486885491,,0,,,0.650390625,,
18.98594000000006,1364,,,,-0.04296875,0.150390625,-1,,-0.6194900759177044,24.64725280568059,2.044088665328737,0,0,50.381170091583606,,0,,0,0.654296875,,
19.014324999999953,1364,,,,0.048828125,-0.23828125,-0.916015625,,,24.647373040172837,2.0424433767839814,0,0,50.340863821025074,,0,,,0.658203125,,
19.03716499999992,1364,,,,-0.2109375,0.31640625,-0.9921875,,,24.647559862774454,2.032520323452364,0,0,50.096666344597836,,0,,,0.662109375,,
19.07403000000003,1364,,,,-0.0234375,0.25390625,-0.974609375,-1.4097512972014015,,24.647638341022393,2.0028693689218326,0,0,49.365999849497086,0,0,0,0,0.65625,,
19.11267000000004,1364,,,,0.1328125,-0.3671875,-0.939453125,,,24.647312102477144,2.001189780972287,0,0,49.32394910791184,,0,,,0.654296875,,
19.144089999999967,1364,,,,0.177734375,-0.1484375,-0.947265625,,-0.6346443507801696,24.647956922722877,1.9704126766289423,0,0,48.56664677353725,,0,,0,0.658203125,,
19.170755000000003,1364,,,,0,-0.13671875,-1.09375,,,24.648221774498964,1.9659683522363842,0,0,48.45762394756869,,0,,,0.650390625,,
19.197654999999912,1364,,,,-0.236328125,0.181640625,-1.123046875,,,24.648434072997446,1.9480574692076802,0,0,48.01656610017576,,0,,,0.65234375,,
19.227594999999972,1364,,,,-0.009765625,-0.015625,-1.11328125,-1.4085718889738559,,24.649061390542983,1.940926727197737,0,0,47.842022053242694,0,0,0,0,0.65234375,,
19.258755000000004,1364,,,,-0.11328125,0.05859375,-0.931640625,,,24.649667638419523,1.9324821268359025,0,0,47.635042143691074,,0,,,0.64453125,,
19.29232500000007,1364,,,,-0.125,0.1328125,-1.15625,,-0.6404748826453914,24.64969629300361,1.9405677995451633,0,0,47.83440689477059,,0,,0,0.638671875,,
19.31785499999998,1364,,,,-0.25,0.2421875,-1.11328125,,,24.64949006754638,1.9338789968442103,0,0,47.66913112454792,,0,,,0.6328125,,
19.351275000000022,1354,,,,0.0625,0.1875,-0.978515625,,,24.649585193286253,1.9350411601288027,0,0,47.697961929110384,,0,,,0.6328125,,
19.39518000000005,1354,,,,-0.115234375,0.4296875,-0.890625,-1.4080636075935353,,24.65035742459133,1.9328770044371546,0,0,47.646109017149264,0,0,0,0,0.630859375,,
19.428749999999884,1354,,,,-0.0703125,0.166015625,-0.970703125,,,24.654380445476026,1.8236239597329795,0,0,44.96031889274233,,0,,,0.62890625,,
19.45468499999994,1354,,,,-0.0625,-0.046875,-1.18359375,,-0.6419936460808433,24.655106267386305,1.8097426722970065,0,0,44.619397902106364,,0,,0,0.625,,
19.48493499999994,1349,,,,-0.048828125,0.0859375,-0.85546875,,,24.65484262517591,1.80896962992262,0,0,44.5998615394649,,0,,,0.62109375,,
19.51390500000003,1344,,,,-0.20703125,0.36328125,-1.0234375,-1.4037855586248902,,24.655088596296046,1.800452000076251,0,0,44.390303575258386,0,0,0,0,0.619140625,,
19.540765000000015,1344,,,,-0.11328125,0.248046875,-1.1015625,,,24.65573431542299,1.7711812854512308,0,0,43.669775198534914,,0,,,0.611328125,,
19.583099999999977,1339,,,,-0.162109375,0.134765625,-1.021484375,,,24.65681269495417,1.7452703777926812,0,0,43.03280480728604,,0,,,0.60546875,,
19.630640000000014,1339,,,,-0.2265625,0.208984375,-0.92578125,,-0.6426132399523891,24.65913039861069,1.6831708425454954,0,0,41.50552928946879,,0,,0,0.607421875,,
19.66489500000002,1339,,,,-0.046875,0.189453125,-0.966796875,-1.4502910908777062,,24.6591266192857,1.6469344779077142,0,0,40.611965824393515,0,0,0,0,0.60546875,,
19.688390000000012,1339,,,,-0.09765625,-0.212890625,-1.01953125,,,24.659205279668548,1.6368021775755301,0,0,40.36224089904349,,0,,,0.59765625,,
19.718639999999898,1339,,,,0.0625,0.236328125,-0.923828125,,,24.658883523251543,1.636339368117084,0,0,40.3503018829102,,0,,,0.59375,,
19.75243000000005,1339,,,,-0.09375,0.119140625,-1.0390625,,-0.6432237748780117,24.658950350098536,1.6199162904657398,0,0,39.94543537791048,,0,,0,0.587890625,,
19.775984999999984,1339,,,,-0.0703125,0.150390625,-0.95703125,,,24.658874720998607,1.6197877937632088,0,0,39.942144281009696,,0,,,0.578125,,
19.802804999999935,1339,,,,0.171875,-0.03515625,-1.087890625,-1.4534163092074128,,24.65911842763273,1.6175194938033213,0,0,39.88660475670065,0,0,0,0,0.576171875,,
19.831624999999885,1339,,,,-0.0234375,0.13671875,-0.943359375,,,24.657796822393184,1.616121423869095,0,0,39.84999371008092,,0,,,0.5703125,,
19.85783500000008,1339,,,,-0.03125,0.244140625,-0.982421875,,,24.65797284074009,1.626615525182828,0,0,40.10904144228435,,0,,,0.5625,,
19.884650000000022,1339,,,,-0.07421875,0.21484375,-1.0625,,-0.6600296436817336,24.65787480494849,1.6228518993843741,0,0,40.01607896199276,,0,,0,0.55859375,,
19.915625,1339,,,,0.125,-0.02734375,-0.986328125,,,24.65746093153295,1.6236083824181915,0,0,40.03406025758596,,0,,,0.556640625,,
19.944079999999957,1339,,,,0.0625,0.0703125,-1.02734375,,,24.65838701807818,1.6157151333617814,0,0,39.84092906940061,,0,,,0.556640625,,
19.977644999999903,1339,,,,-0.041015625,0.21875,-1.095703125,-1.429510867831094,,24.658089689039596,1.6221022487147025,0,0,39.99794273359995,0,0,0,0,0.5546875,,
20.005765000000014,1339,,,,0.166015625,-0.1640625,-1.01171875,,,24.6579395364417,1.6230521722356515,0,0,40.02112232747705,,0,,,0.546875,,
20.032669999999925,1339,,,,0.0625,0.009765625,-0.95703125,,-0.6734176318991331,24.657886269608795,1.6243882132801037,0,0,40.05397982075383,,0,,0,0.548828125,,
20.069544999999927,1339,,,,-0.05078125,0.248046875,-0.9140625,,,24.658828929811897,1.63249611631302,0,0,40.255442460745066,,0,,,0.541015625,,
20.10402000000002,1339,,,,-0.017578125,0.015625,-0.896484375,,,24.65949241896263,1.6173782121697573,0,0,39.88372576159546,,0,,,0.541015625,,
20.13091499999992,1339,,,,0.05078125,0.212890625,-1.048828125,-1.4217265903899632,,24.66038417869737,1.626203734189244,0,0,40.102808837939016,0,0,0,0,0.5390625,,
20.157910000000033,1339,,,,-0.13671875,0.19140625,-1.013671875,,,24.660685862669485,1.6172667579820916,0,0,39.88290747473428,,0,,,0.53125,,
20.186625,1339,,,,0.166015625,-0.291015625,-1.044921875,,-0.6791480767368412,24.660841223585614,1.6204550075394264,0,0,39.96178365089402,,0,,0,0.529296875,,
20.212564999999945,1339,,,,0,0.146484375,-1.01953125,,,24.661095955959393,1.628500006134587,0,0,40.16059491556551,,0,,,0.52734375,,
20.256734999999985,1339,,,,-0.25,0,-0.9609375,,,24.660946972416525,1.610548014667188,0,0,39.71763918623824,,0,,,0.51953125,,
20.284905000000027,1339,,,,-0.005859375,-0.01953125,-0.990234375,-1.4123288625100183,,24.66127713340252,1.6031853860678007,0,0,39.53659910203895,0,0,0,0,0.509765625,,
20.312794999999927,1339,,,,0.0234375,0.0078125,-0.931640625,,,24.661364624307765,1.6023534940879296,0,0,39.51622377473601,,0,,,0.50390625,,
20.341650000000023,1339,,,,0.009765625,0.115234375,-0.9921875,,-0.6814898254176356,24.660740857706813,1.5995243435438322,0,0,39.44545533172805,,0,,0,0.5,,
20.37525,1339,,,,0.037109375,-0.17578125,-1.05078125,,,24.661012340261937,1.591109429660572,0,0,39.2383692795665,,0,,,0.498046875,,
20.402449999999952,1339,,,,-0.0078125,0.02734375,-0.9921875,,,24.660711369554974,1.5851766612177227,0,0,39.09158411204509,,0,,,0.494140625,,
20.429935000000057,1339,,,,0.0625,-0.11328125,-0.978515625,-1.4127603037881364,,24.660548240914952,1.5916134255833863,0,0,39.250059662487,0,0,0,0,0.4921875,,
20.451244999999997,1339,,,,-0.01171875,-0.21484375,-1.15234375,,,24.660472290618074,1.5861195641178671,0,0,39.11445756053588,,0,,,0.490234375,,
20.474330000000073,1339,,,,0.046875,0.123046875,-1,,,24.660219071728488,1.5971021288980567,0,0,39.38488837855003,,0,,,0.490234375,,
20.499550000000045,1339,,,,0.07421875,-0.1328125,-1.005859375,,-0.6842722596453448,24.659956714560956,1.6073633422288807,0,0,39.63751044393622,,0,,0,0.486328125,,
20.52205500000005,1339,,,,-0.03125,0.044921875,-0.830078125,,,24.66022395256621,1.6070308252477499,0,0,39.6297400492868,,0,,,0.4921875,,
20.54805999999994,1339,,,,-0.037109375,0.044921875,-1.08203125,,,24.66052496292762,1.5953197723105979,0,0,39.34142306891751,,0,,,0.490234375,,
20.571375,1339,,,,0.1484375,-0.197265625,-0.935546875,-1.417093695378524,,24.660318763120006,1.6020060860457814,0,0,39.50598074234723,0,0,0,0,0.486328125,,
20.604349999999975,1339,,,,-0.03125,0.11328125,-1.076171875,,,24.66073513002646,1.5944000396340783,0,0,39.31907706871969,,0,,,0.484375,,
20.63094000000006,1339,,,,0.04296875,-0.3515625,-0.994140625,,-0.6779607341934604,24.659858506137844,1.589818945805816,0,0,39.204710253948654,,0,,0,0.484375,,
20.65357999999996,1339,,,,0.125,-0.0703125,-1.009765625,,,24.659818539031683,1.5871702340842884,0,0,39.13932996307099,,0,,,0.490234375,,
20.68002000000002,1339,,,,-0.140625,-0.1953125,-1.15234375,,,24.65972385522281,1.5811773740491062,0,0,38.991397410177306,,0,,,0.4921875,,
20.70636499999999,1339,,,,0.19921875,-0.296875,-1.04296875,-1.418883934147199,,24.660235177211693,1.574975607593591,0,0,38.839268881629835,0,0,0,0,0.498046875,,
20.733994999999997,1339,,,,-0.037109375,-0.169921875,-1.060546875,,,24.660957575201046,1.5778449814086823,0,0,38.9111681467634,,0,,,0.5,,
20.765130000000006,1339,,,,0.14453125,-0.021484375,-0.97265625,,,24.660116068891348,1.580987589729379,0,0,38.987337466203265,,0,,,0.498046875,,
20.80048999999999,1339,,,,-0.125,0.03515625,-1.021484375,,-0.681032475233827,24.65811968828181,1.6234484389415265,0,0,40.031185915174426,,0,,0,0.498046875,,
20.826185000000056,1339,,,,-0.03125,-0.080078125,-1.02734375,,,24.658827360564175,1.5904457403525316,0,0,39.21852693769775,,0,,,0.50390625,,
20.848374999999884,1339,,,,-0.07421875,-0.03515625,-1.08984375,,,24.659267695680512,1.5859786756218741,0,0,39.10907272180064,,0,,,0.501953125,,
20.873709999999964,1339,,,,0.037109375,0.03515625,-1.01171875,-1.4070964481067325,,24.659544265193244,1.5755295408040448,0,0,38.85184045257693,0,0,0,0,0.501953125,,
20.898225000000092,1339,,,,-0.0234375,0.12109375,-1.125,,,24.65938099431825,1.5836357137845685,0,0,39.05147642242281,,0,,,0.501953125,,
20.926994999999994,1339,,,,-0.125,0.166015625,-1.068359375,,,24.65993082724364,1.5770348811965147,0,0,38.88957108245645,,0,,,0.50390625,,
20.955875,1339,,,,-0.08203125,0.208984375,-0.9921875,,-0.682133903952164,24.66038585456488,1.573641248785949,0,0,38.80660039172083,,0,,0,0.5078125,,
20.98639500000002,1339,,,,-0.0859375,0.013671875,-0.84375,,,24.66089956659858,1.56262954701017,0,0,38.53585031861724,,0,,,0.515625,,
21.015145000000018,1339,,,,-0.08203125,-0.24609375,-0.845703125,-1.4029956884771184,,24.66088337947649,1.562063204948767,0,0,38.52185852861283,0,0,0,0,0.513671875,,
21.04397999999998,1339,,,,-0.05078125,0.248046875,-1.044921875,,,24.660377999368848,1.564185560801984,0,0,38.57340719053167,,0,,,0.513671875,,
21.070155000000028,1339,,,,0.048828125,-0.10546875,-0.984375,,,24.66064773457201,1.553678440258816,0,0,38.31471670802194,,0,,,0.509765625,,
21.101630000000004,1339,,,,0,-0.109375,-1.11328125,,-0.6825604285002376,24.660802343301842,1.5515210525439207,0,0,38.26175400825726,,0,,0,0.509765625,,
21.12888500000001,1339,,,,0.009765625,0.17578125,-0.9921875,,,24.66124814541968,1.5497297426890646,0,0,38.218269742792415,,0,,,0.5078125,,
21.156229999999983,1339,,,,0,0.16015625,-1.08984375,-1.4115434077591704,,24.661118573783085,1.546093489365041,0,0,38.12839486738532,0,0,0,0,0.5078125,,
21.179284999999915,1339,,,,-0.0625,0.248046875,-1.01953125,,,24.6610215632277,1.545050058634593,0,0,38.10251281225392,,0,,,0.5078125,,
21.20144499999995,1339,,,,0.015625,0.193359375,-0.9921875,,,24.660886579265384,1.5478379419145842,0,0,38.17105592863912,,0,,,0.515625,,
21.228265000000015,1339,,,,0.07421875,-0.07421875,-0.845703125,,-0.6787733075425333,24.66067466518451,1.5493349754944568,0,0,38.20764577806041,,0,,0,0.51953125,,
21.257544999999926,1339,,,,-0.048828125,-0.03515625,-1.0546875,,,24.66013468142259,1.549458754699891,0,0,38.20986157420864,,0,,,0.521484375,,
21.28361499999999,1339,,,,-0.08203125,0.111328125,-0.962890625,,,24.6601706004718,1.5454252939784696,0,0,38.11045139979335,,0,,,0.5234375,,
21.317244999999996,1339,,,,-0.09375,0.2421875,-1.099609375,-1.4155748661359777,,24.660214824517986,1.540358647480673,0,0,37.98557515367737,0,0,0,0,0.5234375,,
21.351739999999992,1339,,,,-0.052734375,-0.205078125,-1.046875,,,24.660688523515773,1.5352060108674341,0,0,37.85923725343096,,0,,,0.5234375,,
21.38013500000001,1339,,,,0.052734375,0.1328125,-0.9609375,,-0.6768647666729423,24.66066968075222,1.5456402117935184,0,0,38.116522708327864,,0,,0,0.525390625,,
21.409319999999948,1339,,,,-0.037109375,-0.068359375,-1.048828125,,,24.66028197871407,1.5467652059311072,0,0,38.143666133124846,,0,,,0.525390625,,
21.431834999999964,1339,,,,-0.09375,0.228515625,-1.0625,,,24.65995689119739,1.544526128515553,0,0,38.087947746521536,,0,,,0.529296875,,
21.45421999999997,1339,,,,0,0.041015625,-0.98046875,-1.4174452807415916,,24.659705761910132,1.5476703971442196,0,0,38.165096609995054,0,0,0,0,0.533203125,,
21.48010499999998,1339,,,,0.015625,-0.123046875,-0.966796875,,,24.65914701905831,1.5474521933524543,0,0,38.158851140842415,,0,,,0.5390625,,
21.506199999999954,1339,,,,-0.224609375,-0.201171875,-1.0546875,,,24.65834070946158,1.5617343153709549,0,0,38.50977684607473,,0,,,0.54296875,,
21.53864500000002,1339,,,,-0.20703125,-0.099609375,-0.869140625,,-0.6760628335592754,24.659054022458953,1.5418125256457984,0,0,38.019638362403626,,0,,0,0.54296875,,
21.571540000000038,1339,,,,-0.009765625,-0.0546875,-1.03515625,,,24.65962081868413,1.5276618479906392,0,0,37.67156191061944,,0,,,0.54296875,,
21.604664999999923,1339,,,,-0.09375,0.216796875,-1.138671875,,,24.659393383947965,1.5219946494778096,0,0,37.5314647897373,,0,,,0.544921875,,
21.636109999999984,1339,,,,-0.0078125,0.05859375,-1.080078125,-1.4144465373769133,,24.659928761358813,1.5258102088115404,0,0,37.626371052646604,0,0,0,0,0.544921875,,
21.663375,1339,,,,-0.111328125,0.03125,-0.923828125,,,24.659842622348968,1.5294843416031834,0,0,37.71684315728153,,0,,,0.546875,,
21.693,1339,,,,-0.03125,0.091796875,-1.04296875,,-0.6811366961338249,24.6595691906852,1.5404537603353654,0,0,37.98692608804114,,0,,0,0.544921875,,
21.71605999999994,1339,,,,0.01171875,-0.017578125,-0.96875,,,24.659578471453386,1.548520786324798,0,0,38.18586984505306,,0,,,0.544921875,,
